gene_id,SP
WBGene00220294,NO_SP
WBGene00220358,SP
WBGene00220358_2,NO_SP
WBGene00220425,NO_SP
WBGene00220511,SP
WBGene00221975,NO_SP
WBGene00221975_2,NO_SP
WBGene00222243,SP
WBGene00222284,NO_SP
WBGene00222349,NO_SP
WBGene00222349_2,NO_SP
WBGene00222569,NO_SP
WBGene00222638,NO_SP
WBGene00222676,NO_SP
WBGene00222676_2,NO_SP
WBGene00223384,NO_SP
WBGene00223384_2,NO_SP
WBGene00223392,NO_SP
WBGene00223406,NO_SP
WBGene00223406_2,NO_SP
WBGene00223406_3,NO_SP
WBGene00223435,SP
WBGene00223435_2,SP
WBGene00223435_3,SP
WBGene00223435_4,SP
WBGene00223435_5,SP
WBGene00223692,NO_SP
WBGene00223692_2,NO_SP
WBGene00223955,SP
WBGene00224049,NO_SP
WBGene00224243,NO_SP
WBGene00224243_2,NO_SP
WBGene00224269,NO_SP
WBGene00224317,NO_SP
WBGene00224377,NO_SP
WBGene00224383,NO_SP
WBGene00224383_2,NO_SP
WBGene00224383_3,NO_SP
WBGene00224453,NO_SP
WBGene00224494,NO_SP
WBGene00224494_2,NO_SP
WBGene00224494_3,NO_SP
WBGene00224494_4,NO_SP
WBGene00224494_5,SP
WBGene00224604,NO_SP
WBGene00224604_2,NO_SP
WBGene00225386,NO_SP
WBGene00225421,NO_SP
WBGene00225421_2,NO_SP
WBGene00225579,NO_SP
WBGene00225579_2,NO_SP
WBGene00225683,NO_SP
WBGene00225813,NO_SP
WBGene00225831,NO_SP
WBGene00225845,SP
WBGene00225845_2,NO_SP
WBGene00225845_3,NO_SP
WBGene00225902,NO_SP
WBGene00226306,NO_SP
WBGene00226306_2,NO_SP
WBGene00226480,NO_SP
WBGene00226480_2,NO_SP
WBGene00226480_3,NO_SP
WBGene00226480_4,NO_SP
WBGene00226546,NO_SP
WBGene00226809,SP
WBGene00226979,NO_SP
WBGene00226980,NO_SP
WBGene00226980_2,NO_SP
WBGene00227084,SP
WBGene00227283,NO_SP
WBGene00227283_2,NO_SP
WBGene00227304,NO_SP
WBGene00227313,NO_SP
WBGene00227390,SP
WBGene00227621,NO_SP
WBGene00227621_2,NO_SP
WBGene00227812,NO_SP
WBGene00227900,NO_SP
WBGene00227900_2,NO_SP
WBGene00228562,SP
WBGene00228562_2,NO_SP
WBGene00228562_3,NO_SP
WBGene00228562_4,NO_SP
WBGene00228562_5,NO_SP
WBGene00228562_6,NO_SP
WBGene00228566,NO_SP
WBGene00228566_2,NO_SP
WBGene00229162,NO_SP
WBGene00229597,SP
WBGene00229597_2,SP
WBGene00230037,SP
WBGene00230319,NO_SP
WBGene00230319_2,NO_SP
WBGene00230366,SP
WBGene00230620,NO_SP
WBGene00230930,SP
WBGene00230930_2,NO_SP
WBGene00231151,SP
WBGene00231375,NO_SP
WBGene00231467,NO_SP
WBGene00231467_2,NO_SP
WBGene00231627,NO_SP
WBGene00231627_2,NO_SP
WBGene00233096,NO_SP
WBGene00233217,SP
WBGene00233841,NO_SP
WBGene00233914,NO_SP
WBGene00233967,NO_SP
WBGene00234017,NO_SP
WBGene00234017_2,NO_SP
WBGene00234017_3,NO_SP
WBGene00268861,SP
WBGene00269324,SP
WBGene00269324_2,SP
WBGene00303191,NO_SP
