gene_id,SP
WBGene00220275,NO_SP
WBGene00220275_2,NO_SP
WBGene00220275_3,NO_SP
WBGene00220294,NO_SP
WBGene00220302,NO_SP
WBGene00220302_2,SP
WBGene00220458,NO_SP
WBGene00220489,NO_SP
WBGene00220489_2,NO_SP
WBGene00220492,SP
WBGene00220492_2,SP
WBGene00220492_3,SP
WBGene00221154,NO_SP
WBGene00222604,SP
WBGene00222822,NO_SP
WBGene00222893,NO_SP
WBGene00222893_2,NO_SP
WBGene00222893_3,NO_SP
WBGene00222893_4,NO_SP
WBGene00223407,SP
WBGene00223407_2,SP
WBGene00223423,NO_SP
WBGene00223423_2,NO_SP
WBGene00223467,NO_SP
WBGene00223467_2,NO_SP
WBGene00223491,NO_SP
WBGene00223491_2,NO_SP
WBGene00223506,NO_SP
WBGene00223506_2,NO_SP
WBGene00223568,NO_SP
WBGene00223872,NO_SP
WBGene00223872_2,NO_SP
WBGene00224243,NO_SP
WBGene00224243_2,NO_SP
WBGene00224257,SP
WBGene00224257_2,SP
WBGene00224377,NO_SP
WBGene00224604,NO_SP
WBGene00224604_2,NO_SP
WBGene00224752,NO_SP
WBGene00224794,SP
WBGene00225126,NO_SP
WBGene00225813,NO_SP
WBGene00226588,NO_SP
WBGene00226673,SP
WBGene00226673_2,SP
WBGene00227218,NO_SP
WBGene00227646,SP
WBGene00228174,SP
WBGene00228355,NO_SP
WBGene00228355_2,NO_SP
WBGene00228355_3,NO_SP
WBGene00228775,NO_SP
WBGene00228775_2,NO_SP
WBGene00229080,SP
WBGene00229080_2,SP
WBGene00229281,SP
WBGene00229281_2,SP
WBGene00229281_3,SP
WBGene00229641,SP
WBGene00229963,NO_SP
WBGene00229964,SP
WBGene00230037,SP
WBGene00230108,NO_SP
WBGene00230319,NO_SP
WBGene00230319_2,NO_SP
WBGene00230462,NO_SP
WBGene00230563,NO_SP
WBGene00230620,NO_SP
WBGene00230845,NO_SP
WBGene00230892,SP
WBGene00230922,NO_SP
WBGene00230925,SP
WBGene00231627,NO_SP
WBGene00231627_2,NO_SP
WBGene00233689,SP
WBGene00233914,NO_SP
WBGene00234288,NO_SP
WBGene00234288_2,NO_SP
WBGene00255710,SP
WBGene00268218,SP
WBGene00268219,SP
WBGene00268455,SP
WBGene00268486,NO_SP
WBGene00268487,NO_SP
WBGene00268496,SP
WBGene00268503,SP
WBGene00268507,NO_SP
WBGene00268585,NO_SP
WBGene00268599,SP
WBGene00268601,NO_SP
WBGene00268714,SP
WBGene00268730,SP
WBGene00268804,SP
WBGene00268940,SP
WBGene00268948,NO_SP
WBGene00268952,NO_SP
WBGene00268952_2,SP
WBGene00268962,SP
WBGene00268963,NO_SP
WBGene00268981,NO_SP
WBGene00268985,NO_SP
WBGene00268987,SP
WBGene00268987_2,SP
WBGene00268990,NO_SP
WBGene00268991,NO_SP
WBGene00268992,SP
WBGene00269140,SP
WBGene00304198,SP
