gene_id,SP
WBGene00220669,NO_SP
WBGene00220707,NO_SP
WBGene00220949,NO_SP
WBGene00221769,NO_SP
WBGene00221961,NO_SP
WBGene00221961_2,NO_SP
WBGene00221961_3,NO_SP
WBGene00222026,NO_SP
WBGene00222026_2,NO_SP
WBGene00222044,NO_SP
WBGene00222044_2,NO_SP
WBGene00222044_3,NO_SP
WBGene00222044_4,NO_SP
WBGene00222044_5,NO_SP
WBGene00222044_6,NO_SP
WBGene00222058,NO_SP
WBGene00222058_2,NO_SP
WBGene00222058_3,NO_SP
WBGene00222058_4,SP
WBGene00222088,NO_SP
WBGene00222088_2,NO_SP
WBGene00222088_3,NO_SP
WBGene00222191,SP
WBGene00222191_2,NO_SP
WBGene00222192,NO_SP
WBGene00222192_2,NO_SP
WBGene00222208,NO_SP
WBGene00222208_2,NO_SP
WBGene00222208_3,NO_SP
WBGene00222208_4,NO_SP
WBGene00222208_5,NO_SP
WBGene00222208_6,NO_SP
WBGene00222214,NO_SP
WBGene00222225,NO_SP
WBGene00222225_2,NO_SP
WBGene00222262,SP
WBGene00222349,NO_SP
WBGene00222349_2,NO_SP
WBGene00222356,NO_SP
WBGene00222474,NO_SP
WBGene00222474_2,NO_SP
WBGene00222580,NO_SP
WBGene00222580_2,NO_SP
WBGene00222580_3,NO_SP
WBGene00222580_4,NO_SP
WBGene00222580_5,NO_SP
WBGene00222580_6,NO_SP
WBGene00222580_7,NO_SP
WBGene00222581,NO_SP
WBGene00222633,NO_SP
WBGene00222814,NO_SP
WBGene00222893,NO_SP
WBGene00222893_2,NO_SP
WBGene00222893_3,NO_SP
WBGene00222893_4,NO_SP
WBGene00222969,NO_SP
WBGene00222982,NO_SP
WBGene00222982_2,NO_SP
WBGene00223100,NO_SP
WBGene00223112,NO_SP
WBGene00223112_2,NO_SP
WBGene00223114,NO_SP
WBGene00223114_2,NO_SP
WBGene00223114_3,NO_SP
WBGene00223138,NO_SP
WBGene00223150,NO_SP
WBGene00223188,SP
WBGene00223188_2,NO_SP
WBGene00223188_3,NO_SP
WBGene00223188_4,NO_SP
WBGene00223193,SP
WBGene00223259,NO_SP
WBGene00223312,NO_SP
WBGene00223314,NO_SP
WBGene00223314_2,NO_SP
WBGene00223328,NO_SP
WBGene00223328_2,NO_SP
WBGene00223394,NO_SP
WBGene00223394_2,NO_SP
WBGene00223407,SP
WBGene00223407_2,SP
WBGene00223423,NO_SP
WBGene00223423_2,NO_SP
WBGene00223456,NO_SP
WBGene00223456_2,NO_SP
WBGene00223456_3,NO_SP
WBGene00223535,NO_SP
WBGene00223556,NO_SP
WBGene00223556_2,NO_SP
WBGene00223568,NO_SP
WBGene00223778,NO_SP
WBGene00223869,NO_SP
WBGene00223872,NO_SP
WBGene00223872_2,NO_SP
WBGene00224191,NO_SP
WBGene00224213,NO_SP
WBGene00224213_2,NO_SP
WBGene00224213_3,NO_SP
WBGene00224213_4,SP
WBGene00224223,SP
