gene_id,SP
WBGene00220294,NO_SP
WBGene00220294_2,NO_SP
WBGene00220337,SP
WBGene00220387,NO_SP
WBGene00220483,NO_SP
WBGene00220483_2,NO_SP
WBGene00220483_3,SP
WBGene00220483_4,SP
WBGene00220669,NO_SP
WBGene00220669_2,NO_SP
WBGene00220669_3,NO_SP
WBGene00220707,NO_SP
WBGene00220707_2,NO_SP
WBGene00220737,NO_SP
WBGene00220737_2,NO_SP
WBGene00220740,NO_SP
WBGene00220896,NO_SP
WBGene00220896_2,NO_SP
WBGene00221057,SP
WBGene00221089,NO_SP
WBGene00221089_2,NO_SP
WBGene00221089_3,NO_SP
WBGene00221089_4,NO_SP
WBGene00221089_5,NO_SP
WBGene00221089_6,NO_SP
WBGene00221333,NO_SP
WBGene00221333_2,NO_SP
WBGene00221338,NO_SP
WBGene00221338_2,NO_SP
WBGene00221338_3,NO_SP
WBGene00221338_4,NO_SP
WBGene00221512,SP
WBGene00221723,NO_SP
WBGene00221723_2,NO_SP
WBGene00221836,NO_SP
WBGene00221839,NO_SP
WBGene00221849,NO_SP
WBGene00221849_2,NO_SP
WBGene00221935,NO_SP
WBGene00221935_2,NO_SP
WBGene00221937,NO_SP
WBGene00221937_2,NO_SP
WBGene00221950,LIPO
WBGene00221950_2,LIPO
WBGene00221950_3,LIPO
WBGene00221950_4,LIPO
WBGene00221950_5,LIPO
WBGene00221950_6,LIPO
WBGene00221950_7,LIPO
WBGene00221961,NO_SP
WBGene00221961_2,NO_SP
WBGene00221961_3,NO_SP
WBGene00221961_4,NO_SP
WBGene00221961_5,NO_SP
WBGene00221961_6,NO_SP
WBGene00221971,SP
WBGene00221971_2,SP
WBGene00221971_3,SP
WBGene00221971_4,SP
WBGene00221971_5,SP
WBGene00221971_6,SP
WBGene00221971_7,SP
WBGene00221971_8,SP
WBGene00221971_9,NO_SP
WBGene00221971_10,NO_SP
WBGene00221971_11,NO_SP
WBGene00221971_12,NO_SP
WBGene00221971_13,NO_SP
WBGene00221971_14,NO_SP
WBGene00221971_15,NO_SP
WBGene00221971_16,NO_SP
WBGene00221982,SP
WBGene00221982_2,SP
WBGene00221982_3,SP
WBGene00221982_4,SP
WBGene00221982_5,SP
WBGene00221982_6,SP
WBGene00221982_7,SP
WBGene00221982_8,SP
WBGene00221982_9,SP
WBGene00221995,SP
WBGene00221995_2,SP
WBGene00222026,NO_SP
WBGene00222026_2,NO_SP
WBGene00222029,NO_SP
WBGene00222029_2,NO_SP
WBGene00222029_3,NO_SP
WBGene00222029_4,NO_SP
WBGene00222050,NO_SP
WBGene00222050_2,NO_SP
WBGene00222050_3,NO_SP
WBGene00222050_4,NO_SP
WBGene00222050_5,NO_SP
WBGene00222050_6,NO_SP
WBGene00222058,NO_SP
WBGene00222058_2,NO_SP
WBGene00222058_3,NO_SP
WBGene00222058_4,NO_SP
WBGene00222058_5,NO_SP
WBGene00222058_6,NO_SP
WBGene00222058_7,NO_SP
WBGene00222058_8,NO_SP
WBGene00222058_9,NO_SP
WBGene00222058_10,SP
WBGene00222058_11,SP
WBGene00222058_12,SP
WBGene00222103,NO_SP
WBGene00222103_2,NO_SP
WBGene00222122,NO_SP
WBGene00222144,NO_SP
WBGene00222144_2,NO_SP
WBGene00222144_3,NO_SP
WBGene00222144_4,NO_SP
WBGene00222169,NO_SP
WBGene00222169_2,NO_SP
WBGene00222169_3,NO_SP
WBGene00222169_4,NO_SP
WBGene00222169_5,NO_SP
WBGene00222169_6,NO_SP
WBGene00222169_7,NO_SP
WBGene00222169_8,NO_SP
WBGene00222169_9,NO_SP
WBGene00222169_10,NO_SP
WBGene00222169_11,NO_SP
WBGene00222169_12,NO_SP
WBGene00222171,SP
WBGene00222171_2,SP
WBGene00222171_3,SP
WBGene00222171_4,SP
WBGene00222171_5,SP
WBGene00222186,NO_SP
WBGene00222186_2,NO_SP
WBGene00222210,NO_SP
WBGene00222214,NO_SP
WBGene00222262,SP
WBGene00222262_2,SP
WBGene00222262_3,SP
WBGene00222262_4,SP
WBGene00222262_5,SP
WBGene00222277,NO_SP
WBGene00222277_2,NO_SP
WBGene00222277_3,NO_SP
WBGene00222277_4,NO_SP
WBGene00222277_5,NO_SP
WBGene00222277_6,NO_SP
WBGene00222277_7,NO_SP
WBGene00222277_8,NO_SP
WBGene00222310,NO_SP
WBGene00222310_2,NO_SP
WBGene00222310_3,NO_SP
WBGene00222310_4,NO_SP
WBGene00222310_5,NO_SP
WBGene00222310_6,NO_SP
WBGene00222310_7,NO_SP
WBGene00222310_8,NO_SP
WBGene00222310_9,NO_SP
WBGene00222310_10,NO_SP
WBGene00222310_11,NO_SP
WBGene00222310_12,NO_SP
WBGene00222317,NO_SP
WBGene00222317_2,NO_SP
WBGene00222317_3,NO_SP
WBGene00222317_4,NO_SP
WBGene00222317_5,NO_SP
WBGene00222339,NO_SP
WBGene00222349,NO_SP
